"","M","year","Country","President","Positive","Negative","DK-Neutral","Neutral","DK","QuestType","SampleType","SampleSize","SampleMode","Question","Institute","SurveyName","Source","Notes","PresidentS","date","Q","presUsed","useM","popM.li","latentM"
"646","2017-09",2017,"Brazil","Temer",3,79,NA,16,2,"Ot-Bom",NA,2280,NA,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","DataPoder360","file: DataPoder360-setembro-2017-integra.pdf",NA,"TEMER",2017-09-17,"2017-3","TEMER",TRUE,3.28,7.02559840585202
"647","2017-09",2017,"Brazil","Temer",5,73,NA,20,2,"Ot-Bom",NA,2772,NA,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://datafolha.folha.uol.com.br/opiniaopublica/2017/10/1923635-teme-atinge-indice-mais-alto-de-reprovacao-desde-redemocratizacao.shtml",NA,"TEMER",2017-09-28,"2017-3","TEMER",TRUE,3.28,7.02559840585202
"648","2017-10",2017,"Brazil","Temer",2,87,NA,10,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2017-10-15,"2017-4","TEMER",TRUE,3.5,4.93190929288368
"649","2017-10",2017,"Brazil","Temer",5,71,NA,20,4,"Ot-Bom",NA,2016,NA,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","DataPoder360","file: DataPoder360-out2017.pdf",NA,"TEMER",2017-10-29,"2017-4","TEMER",TRUE,3.5,4.93190929288368
"650","2017-11",2017,"Brazil","Temer",1,86,NA,12,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2017-11-15,"2017-4","TEMER",TRUE,3.66666666666667,7.46143350983994
"651","2017-11",2017,"Brazil","Temer",5,71,NA,19,4,"Ot-Bom",NA,2171,NA,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","DataPoder360","file: DataPoder360-novembro2017.pdf",NA,"TEMER",2017-11-18,"2017-4","TEMER",TRUE,3.66666666666667,7.46143350983994
"652","2017-11",2017,"Brazil","Temer",5,71,NA,23,1,"Ot-Bom",NA,2765,NA,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://datafolha.folha.uol.com.br/opiniaopublica/2017/12/1940412-para-maioria-governo-de-michel-temer-e-pior-que-o-de-dilma-rousseff.shtml",NA,"TEMER",2017-11-30,"2017-4","TEMER",TRUE,3.66666666666667,7.46143350983994
"653","2017-12",2017,"Brazil","Temer",7,73,NA,15,5,"Ot-Bom",NA,2500,NA,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","DataPoder360","https://www.poder360.com.br/datapoder360/michel-temer-termina-o-ano-com-rejeicao-em-73-sem-sinal-de-melhora/",NA,"TEMER",2017-12-11,"2017-4","TEMER",TRUE,5,7.71119535030816
"654","2017-12",2017,"Brazil","Temer",6,74,NA,19,2,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI/IBOPE","https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf",NA,"TEMER",2017-12-15,"2017-4","TEMER",TRUE,5,7.71119535030816
"655","2017-12",2017,"Brazil","Temer",2,87,NA,10,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2017-12-15,"2017-4","TEMER",TRUE,5,7.71119535030816
"656","2018-01",2018,"Brazil","Temer",2,83,NA,14,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2018-01-15,"2018-1","TEMER",TRUE,4,9.37102837563403
"657","2018-01",2018,"Brazil","Temer",6,70,NA,22,2,"Ot-Bom",NA,2826,NA,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://datafolha.folha.uol.com.br/opiniaopublica/2018/01/1954759-governo-temer-e-reprovado-por-70.shtml",NA,"TEMER",2018-01-30,"2018-1","TEMER",TRUE,4,9.37102837563403
"658","2018-02",2018,"Brazil","Temer",2,85,NA,11,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2018-02-15,"2018-1","TEMER",TRUE,2,6.17966738281682
"659","2018-03",2018,"Brazil","Temer",4.3,73.3,NA,20.3,2.1,"Ot-Bom",NA,2002,NA,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?","MDA","CNT/MDA","https://www.cnt.org.br/pesquisas",NA,"TEMER",2018-03-03,"2018-1","TEMER",TRUE,3.43333333333333,7.48890511734787
"660","2018-03",2018,"Brazil","Temer",5,72,NA,21,2,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI/IBOPE","https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf",NA,"TEMER",2018-03-15,"2018-1","TEMER",TRUE,3.43333333333333,7.48890511734787
"661","2018-03",2018,"Brazil","Temer",1,82,NA,16,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2018-03-15,"2018-1","TEMER",TRUE,3.43333333333333,7.48890511734787
"662","2018-04",2018,"Brazil","Temer",6,70,NA,23,2,"Ot-Bom",NA,4194,NA,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://datafolha.folha.uol.com.br/opiniaopublica/2018/04/1965208-estavel-governo-temer-mantem-reprovacao-de-70-dos-brasileiros.shtml",NA,"TEMER",2018-04-13,"2018-2","TEMER",TRUE,3.66666666666667,8.33978416199929
"663","2018-04",2018,"Brazil","Temer",4,73,NA,21,2,"Ot-Bom",NA,2000,NA,NA,"Vox","Vox Populi","https://static.poder360.com.br/2018/04/Relatorio-Vox-17.04.pdf",NA,"TEMER",2018-04-15,"2018-2","TEMER",TRUE,3.66666666666667,8.33978416199929
"664","2018-04",2018,"Brazil","Temer",1,82,NA,16,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2018-04-15,"2018-2","TEMER",TRUE,3.66666666666667,8.33978416199929
"665","2018-05",2018,"Brazil","Temer",4.3,71.2,NA,21.8,2.7,"Ot-Bom",NA,2002,NA,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?","MDA","CNT/MDA","https://www.cnt.org.br/pesquisas",NA,"TEMER",2018-05-12,"2018-2","TEMER",TRUE,3.43333333333333,3.9908086919584
"666","2018-05",2018,"Brazil","Temer",5,73,NA,21,1,"Ot-Bom",NA,NA,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","file: Pesquisa-XP_-2020_06-v2.pdf",NA,"TEMER",2018-05-15,"2018-2","TEMER",TRUE,3.43333333333333,3.9908086919584
"667","2018-05",2018,"Brazil","Temer",1,83,NA,15,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2018-05-15,"2018-2","TEMER",TRUE,3.43333333333333,3.9908086919584
"668","2018-06",2018,"Brazil","Temer",3,82,NA,14,1,"Ot-Bom",NA,2824,NA,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://datafolha.folha.uol.com.br/opiniaopublica/2018/06/1971539-reprovacao-a-temer-e-recorde.shtml",NA,"TEMER",2018-06-07,"2018-2","TEMER",TRUE,3.25,5.57191378488014
"669","2018-06",2018,"Brazil","Temer",4,78,NA,18,1,"Ot-Bom",NA,NA,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","file: Pesquisa-XP_-2020_06-v2.pdf",NA,"TEMER",2018-06-15,"2018-2","TEMER",TRUE,3.25,5.57191378488014
"670","2018-06",2018,"Brazil","Temer",4,79,NA,16,1,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI/IBOPE","https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf",NA,"TEMER",2018-06-15,"2018-2","TEMER",TRUE,3.25,5.57191378488014
"671","2018-06",2018,"Brazil","Temer",2,88,NA,8,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2018-06-15,"2018-2","TEMER",TRUE,3.25,5.57191378488014
"672","2018-07",2018,"Brazil","Temer",5,76,NA,18,1,"Ot-Bom",NA,NA,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","file: Pesquisa-XP_-2020_06-v2.pdf",NA,"TEMER",2018-07-15,"2018-3","TEMER",TRUE,3.5,3.24576661013588
"673","2018-07",2018,"Brazil","Temer",2,88,NA,9,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2018-07-15,"2018-3","TEMER",TRUE,3.5,3.24576661013588
"674","2018-08",2018,"Brazil","Temer",4,77,NA,18,1,"Ot-Bom",NA,NA,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","file: Pesquisa-XP_-2020_06-v2.pdf",NA,"TEMER",2018-08-15,"2018-3","TEMER",TRUE,3.175,5.68580847245212
"675","2018-08",2018,"Brazil","Temer",2,87,NA,11,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2018-08-15,"2018-3","TEMER",TRUE,3.175,5.68580847245212
"676","2018-08",2018,"Brazil","Temer",2.7,78.3,NA,17.7,1.3,"Ot-Bom",NA,2002,NA,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?","MDA","CNT/MDA","https://www.cnt.org.br/pesquisas",NA,"TEMER",2018-08-18,"2018-3","TEMER",TRUE,3.175,5.68580847245212
"677","2018-08",2018,"Brazil","Temer",4,73,NA,21,2,"Ot-Bom",NA,8433,NA,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","https://www1.folha.uol.com.br/poder/2018/08/reprovacao-a-temer-recua-mas-governo-permanece-ruim-ou-pessimo-para-mais-de-70-dos-eleitores.shtml",NA,"TEMER",2018-08-21,"2018-3","TEMER",TRUE,3.175,5.68580847245212
"678","2018-09",2018,"Brazil","Temer",2.5,81.5,NA,15.2,0.8,"Ot-Bom",NA,2002,NA,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?","MDA","CNT/MDA","https://www.cnt.org.br/pesquisas",NA,"TEMER",2018-09-15,"2018-3","TEMER",TRUE,2.5,7.86637363479135
"679","2018-09",2018,"Brazil","Temer",4,82,NA,12,2,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI/IBOPE","https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf",NA,"TEMER",2018-09-15,"2018-3","TEMER",TRUE,2.5,7.86637363479135
"680","2018-09",2018,"Brazil","Temer",1,89,NA,9,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2018-09-15,"2018-3","TEMER",TRUE,2.5,7.86637363479135
"681","2018-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,5.19134399704265
"682","2018-11",2018,"Brazil","Temer",8,64,NA,27,1,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"TEMER",2018-11-23,"2018-4","TEMER",TRUE,8,6.43694480917973
"683","2018-12",2018,"Brazil","Temer",7,68,NA,23,1,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"TEMER",2018-12-14,"2018-4","BOLSONARO",FALSE,65,39.2859236474788
"684","2018-12",2018,"Brazil","Temer",5,74,NA,18,3,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI/IBOPE","https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf",NA,"TEMER",2018-12-15,"2018-4","BOLSONARO",FALSE,65,39.2859236474788
"685","2018-12",2018,"Brazil","Temer",7,62,NA,29,2,"Ot-Bom",NA,2077,NA,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://datafolha.folha.uol.com.br/opiniaopublica/2019/01/1985723-mais-impopular-desde-collor-temer-fecha-com-reprovacao-em-baixa.shtml",NA,"TEMER",2018-12-19,"2018-4","BOLSONARO",FALSE,65,39.2859236474788
"686","2018-12",2018,"Brazil","Bolsonaro",65,12,NA,17,6,"Ot-Bom",NA,2077,NA,"Na sua opiniao, Jair Bolsonaro Far_ um governo","Datafolha","Datafolha","http://datafolha.folha.uol.com.br/opiniaopublica/2019/01/1985723-mais-impopular-desde-collor-temer-fecha-com-reprovacao-em-baixa.shtml","It is really anticipaiton of performance, asked prior to inauguration","BOLSONARO",2018-12-19,"2018-4","BOLSONARO",TRUE,65,39.2859236474788
"687","2019-01",2019,"Brazil","Bolsonaro",50,22,NA,28,0,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-01-10,"2019-1","BOLSONARO",TRUE,46.3333333333333,42.0008906557911
"688","2019-01",2019,"Brazil","Bolsonaro",40,20,NA,29,11,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2019-01-11,"2019-1","BOLSONARO",TRUE,46.3333333333333,42.0008906557911
"689","2019-01",2019,"Brazil","Bolsonaro",49,11,NA,26,14,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI/IBOPE","https://noticias.uol.com.br/politica/ultimas-noticias/2019/12/20/ibope-divulga-aprovacao-do-governo-bolsonaro.htm",NA,"BOLSONARO",2019-01-15,"2019-1","BOLSONARO",TRUE,46.3333333333333,42.0008906557911
"690","2019-02",2019,"Brazil","Bolsonaro",51,21,NA,28,0,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-02-01,"2019-1","BOLSONARO",TRUE,41.9833333333333,37.7343693853027
"691","2019-02",2019,"Brazil","Bolsonaro",40,17,NA,32,11,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2019-02-13,"2019-1","BOLSONARO",TRUE,41.9833333333333,37.7343693853027
"692","2019-02",2019,"Brazil","Bolsonaro",39,23,NA,30,9,"Ot-Bom",NA,NA,NA,"Como voc� avalia o governo do Presidente Jair Bolsonaro?","Atlas","Atlas","file: 2020-05-Atlas.pdf",NA,"BOLSONARO",2019-02-15,"2019-1","BOLSONARO",TRUE,41.9833333333333,37.7343693853027
"693","2019-02",2019,"Brazil","Bolsonaro",39,19,NA,30,12,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI/IBOPE","https://noticias.uol.com.br/politica/ultimas-noticias/2019/12/20/ibope-divulga-aprovacao-do-governo-bolsonaro.htm",NA,"BOLSONARO",2019-02-15,"2019-1","BOLSONARO",TRUE,41.9833333333333,37.7343693853027
"694","2019-02",2019,"Brazil","Bolsonaro",44,26,NA,30,0,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-02-18,"2019-1","BOLSONARO",TRUE,41.9833333333333,37.7343693853027
"695","2019-02",2019,"Brazil","Bolsonaro",38.9,19,NA,29,13.1,"Ot-Bom",NA,2002,NA,"O (a) Sr. (a) avalia o governo do presidente Jair Bolsonaro como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?","MDA","CNT/MDA","https://www.cnt.org.br/pesquisas",NA,"BOLSONARO",2019-02-23,"2019-1","BOLSONARO",TRUE,41.9833333333333,37.7343693853027
"696","2019-03",2019,"Brazil","Bolsonaro",37,24,NA,32,8,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2019-03-13,"2019-1","BOLSONARO",TRUE,34,29.7123578925013
"697","2019-03",2019,"Brazil","Bolsonaro",31,30,NA,39,0,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-03-18,"2019-1","BOLSONARO",TRUE,34,29.7123578925013
"698","2019-03",2019,"Brazil","Bolsonaro",34,24,NA,34,8,"Ot-Bom",NA,2002,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI/IBOPE","https://noticias.uol.com.br/politica/ultimas-noticias/2019/03/20/bolsonaro-e-presidente-estreante-pior-avaliado-em-24-anos-diz-ibope.htm",NA,"BOLSONARO",2019-03-19,"2019-1","BOLSONARO",TRUE,34,29.7123578925013
"699","2019-04",2019,"Brazil","Bolsonaro",32,30,NA,33,4,"Ot-Bom",NA,2086,NA,"Na sua opinićo o presidente Jair Bolsonaro est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://datafolha.folha.uol.com.br/opiniaopublica/2019/04/1987680-governo-bolsonaro-e-aprovado-por-32.shtml",NA,"BOLSONARO",2019-04-03,"2019-2","BOLSONARO",TRUE,31.2,27.1708675687681
"700","2019-04",2019,"Brazil","Bolsonaro",35,26,NA,32,7,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2019-04-03,"2019-2","BOLSONARO",TRUE,31.2,27.1708675687681
"701","2019-04",2019,"Brazil","Bolsonaro",26,30,NA,39,5,"Ot-Bom",NA,1985,NA,NA,"Vox","CUT/Vox Populi","https://www.cut.org.br/noticias/popularidade-de-bolsonaro-despenca-em-3-meses-mostra-pesquisa-cut-vox-populi-6a43",NA,"BOLSONARO",2019-04-03,"2019-2","BOLSONARO",TRUE,31.2,27.1708675687681
"702","2019-04",2019,"Brazil","Bolsonaro",28,31,NA,41,0,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-04-09,"2019-2","BOLSONARO",TRUE,31.2,27.1708675687681
"703","2019-04",2019,"Brazil","Bolsonaro",35,27,NA,31,7,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI/IBOPE","https://noticias.uol.com.br/politica/ultimas-noticias/2019/04/24/pesquisa-ibope-governo-bolsonaro-abril.htm",NA,"BOLSONARO",2019-04-15,"2019-2","BOLSONARO",TRUE,31.2,27.1708675687681
"704","2019-05",2019,"Brazil","Bolsonaro",33,32,NA,35,0,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-05-06,"2019-2","BOLSONARO",TRUE,32.75,29.9425190901158
"705","2019-05",2019,"Brazil","Bolsonaro",35,31,NA,31,3,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2019-05-08,"2019-2","BOLSONARO",TRUE,32.75,29.9425190901158
"706","2019-05",2019,"Brazil","Bolsonaro",29,26,NA,31,4,"Ot-Bom",NA,NA,NA,"Como voc� avalia o governo do Presidente Jair Bolsonaro?","Atlas","Atlas","file: 2020-05-Atlas.pdf",NA,"BOLSONARO",2019-05-15,"2019-2","BOLSONARO",TRUE,32.75,29.9425190901158
"707","2019-05",2019,"Brazil","Bolsonaro",34,36,NA,26,4,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2019-05-21,"2019-2","BOLSONARO",TRUE,32.75,29.9425190901158
"708","2019-06",2019,"Brazil","Bolsonaro",36,32,NA,32,0,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-06-03,"2019-2","BOLSONARO",TRUE,35.525,28.9785851039932
"709","2019-06",2019,"Brazil","Bolsonaro",34,35,NA,28,3,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2019-06-13,"2019-2","BOLSONARO",TRUE,35.525,28.9785851039932
"710","2019-06",2019,"Brazil","Bolsonaro",40.1,35.5,NA,22.4,2.1,"Ot-Bom",NA,NA,NA,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?","IBPAD","JOTA/IBPAD","https://www.jota.info/dados/aprovacao-de-bolsonaro-pesquisa-jota-04022020",NA,"BOLSONARO",2019-06-15,"2019-2","BOLSONARO",TRUE,35.525,28.9785851039932
"711","2019-06",2019,"Brazil","Bolsonaro",32,32,NA,32,3,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI/IBOPE","https://noticias.uol.com.br/politica/ultimas-noticias/2019/06/27/ibope-aprovacao-do-governo-bolsonaro-em-junho.htm",NA,"BOLSONARO",2019-06-26,"2019-2","BOLSONARO",TRUE,35.525,28.9785851039932
"712","2019-07",2019,"Brazil","Bolsonaro",34,35,NA,28,4,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2019-07-03,"2019-3","BOLSONARO",TRUE,34,29.9661784081982
"713","2019-07",2019,"Brazil","Bolsonaro",33,33,NA,31,2,"Ot-Bom",NA,2086,NA,"Na sua opinićo o presidente Jair Bolsonaro est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://datafolha.folha.uol.com.br/opiniaopublica/2019/07/1988217-33-aprovam-governo-bolsonaro.shtml",NA,"BOLSONARO",2019-07-05,"2019-3","BOLSONARO",TRUE,34,29.9661784081982
"714","2019-07",2019,"Brazil","Bolsonaro",35,31,NA,34,0,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-07-05,"2019-3","BOLSONARO",TRUE,34,29.9661784081982
"715","2019-08",2019,"Brazil","Bolsonaro",34,31,NA,31,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)","National",NA,"Online",NA,"IdeiaBigData",NA,"Toledo/Piau�",NA,"BOLSONARO",2019-08-02,"2019-3","BOLSONARO",TRUE,31.9666666666667,26.8085617577874
"716","2019-08",2019,"Brazil","Bolsonaro",33,38,NA,27,2,"Ot-Bom",NA,1000,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2019-08-07,"2019-3","BOLSONARO",TRUE,31.9666666666667,26.8085617577874
"717","2019-08",2019,"Brazil","Bolsonaro",38.4,28.8,NA,29.6,3.2,"Ot-Bom",NA,NA,NA,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?","IBPAD","JOTA/IBPAD","https://www.jota.info/dados/aprovacao-de-bolsonaro-pesquisa-jota-04022020",NA,"BOLSONARO",2019-08-15,"2019-3","BOLSONARO",TRUE,31.9666666666667,26.8085617577874
"718","2019-08",2019,"Brazil","Bolsonaro",28,40,NA,29,3,"Ot-Bom",NA,NA,NA,"Como voc� avalia o governo do Presidente Jair Bolsonaro?","Atlas","Atlas","file: 2020-05-Atlas.pdf",NA,"BOLSONARO",2019-08-15,"2019-3","BOLSONARO",TRUE,31.9666666666667,26.8085617577874
